Reason Code,Reason Description,Asset Impact,Traffic,Due Date,Priority
ETMR,Slight track unevenness observed on routine patrol; repair can be planned within the week.,Medium,Low,2,Moderate
TREP,Electrical equipment servicing logged as completed under the regular schedule.,Medium,Medium,13,Moderate
EOMT,Material train derailment risk identified due to loose ballast on the approach; immediate clearance needed.,High,Low,-2,Critical
STEL,Communication equipment fault causing intermittent signal loss; urgent repair recommended.,High,High,2,Critical
STEL,Standard telecom equipment check completed under periodic maintenance.,Medium,Medium,5,Moderate
ETMW,"Scheduled track machine servicing due; minor calibration drift observed, can be addressed in the coming days.",Low,High,0,Urgent
TREP,Electrical equipment showing performance degradation; can be addressed in the coming days.,Medium,Low,7,Moderate
TREP,Electrical equipment fault at the substation has caused a loss of supply; immediate repair required.,Medium,High,0,Critical
SSIG,Slight signal timing deviation observed; can be corrected within the week.,Medium,High,3,Urgent
SSIG,Signal system fault has disrupted safe train working; immediate rectification required.,Medium,Low,-4,Urgent
ETMW,Sudden track machine failure mid-operation has blocked the line unsafely; urgent intervention needed to restore safe passage.,High,High,-3,Critical
OTHR,Routine miscellaneous upkeep task as per maintenance calendar.,Medium,Medium,3,Moderate
SREP,Standard signalling equipment check completed under regular maintenance.,Low,Low,5,Normal
STEL,Total loss of telecom connectivity on the section disrupting coordination; immediate restoration necessary.,High,Medium,-4,Critical
SSIG,Signal equipment check completed as part of the regular inspection cycle.,Medium,Low,12,Normal
ETMR,Standard track upkeep carried out as part of regular maintenance cycle.,Medium,High,4,Urgent
ERRL,Rail section nearing renewal threshold as per condition monitoring; can be addressed in the coming days.,Medium,High,5,Urgent
TREP,Major electrical fault detected in traction substation equipment; immediate repair required to prevent outage.,Medium,Low,-1,Urgent
EOMT,Material train movement obstruction reported affecting adjacent line clearance; requires urgent attention.,High,Low,1,Urgent
SREP,Signalling equipment failure detected at a key interlocking point; immediate repair necessary for safe operations.,Medium,High,0,Critical
TOHE,OHE component slightly below standard condition; can be addressed in the coming days.,Medium,Low,2,Moderate
STEL,Standard telecom equipment check completed under periodic maintenance.,Low,Medium,13,Normal
ETMW,Sudden track machine failure mid-operation has blocked the line unsafely; urgent intervention needed to restore safe passage.,Medium,Medium,0,Critical
ERRL,Critical rail defect identified during ultrasonic testing; immediate renewal necessary for safe operations.,Medium,Low,-1,Urgent
TREP,Minor electrical fault noted during inspection; repair can be planned within the week.,Medium,Medium,2,Urgent
SREP,Signalling equipment check completed under the regular maintenance cycle.,Low,Medium,11,Normal
TOHE,Standard OHE upkeep carried out under regular maintenance programme.,Low,Medium,14,Normal
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Medium,Low,14,Normal
TREP,Routine electrical equipment servicing as per maintenance schedule.,Low,Medium,13,Normal
STEL,Routine telecom equipment testing as per maintenance calendar.,Medium,Low,6,Moderate
ETMW,Recurring track machine faults are affecting the maintenance schedule and need urgent correction.,Medium,High,1,Critical
TREP,Electrical equipment fault at the substation has caused a loss of supply; immediate repair required.,Medium,Medium,-4,Critical
TOHE,Minor OHE wear detected during inspection; maintenance can be planned within the week.,Low,Medium,1,Moderate
TPWR,Routine traction power system inspection as per maintenance calendar.,Medium,Low,11,Normal
TOHE,OHE component showing significant wear affecting current collection; urgent maintenance recommended.,Medium,Low,1,Urgent
SSIG,Signal system fault has disrupted safe train working; immediate rectification required.,High,Medium,-2,Critical
SREP,Signalling equipment fault at a key location is affecting safe train working; immediate repair required.,High,High,0,Critical
SREP,Signalling relay malfunction detected; urgent repair needed to avoid service impact.,High,High,2,Critical
STEL,Telecom equipment condition slightly below standard; can be addressed in the coming days.,Medium,Medium,5,Urgent
ETMW,Track machine logged as functioning normally during the latest periodic check.,Medium,Medium,8,Moderate
STEL,Telecom equipment check completed under the regular maintenance schedule.,Low,Low,7,Normal
TREP,Major electrical fault detected in traction substation equipment; immediate repair required to prevent outage.,Medium,Medium,0,Critical
EOMT,Standard material train scheduling update for periodic track renewal work.,Medium,Low,13,Normal
SSIG,Signal equipment condition slightly below standard; can be addressed in the coming days.,Medium,Medium,1,Urgent
EOMT,Material train logistics reviewed as part of routine planning; no issues found.,Low,Low,11,Normal
TOHE,Standard OHE upkeep carried out under regular maintenance programme.,Low,Medium,11,Normal
OTHR,General maintenance check completed under the regular schedule.,Low,Low,14,Normal
ETMR,Minor track geometry deviation noted during inspection; can be addressed in the coming days.,Medium,High,7,Urgent
STEL,Telecom equipment check completed under the regular maintenance schedule.,Low,Low,12,Normal
ERRL,Routine rail renewal as part of periodic asset lifecycle replacement.,Low,Low,10,Normal
SSIG,Standard signal equipment check completed with no issues found.,Low,Medium,13,Normal
SSIG,Signal equipment condition slightly below standard; can be addressed in the coming days.,Low,Medium,6,Moderate
TOHE,OHE component showing early degradation signs; can be addressed in the coming days.,Medium,Medium,2,Urgent
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Low,Low,13,Normal
STEL,Standard telecom equipment check completed under periodic maintenance.,Low,Medium,11,Normal
ERRL,Rail wear pattern approaching the replacement limit; urgent renewal recommended.,High,High,1,Critical
TOHE,OHE component slightly below standard condition; can be addressed in the coming days.,Medium,Low,4,Moderate
ETMR,Standard track upkeep carried out as part of regular maintenance cycle.,Medium,Medium,13,Moderate
TOHE,Minor OHE wear detected during inspection; maintenance can be planned within the week.,Medium,Medium,7,Moderate
EOMT,Standard material train scheduling update for periodic track renewal work.,Low,Medium,13,Normal
SSIG,Signal aspect malfunction posing safety risk to train movement; immediate correction required.,High,Medium,0,Critical
ERRL,Rail segment renewed as part of the standard asset lifecycle programme.,Medium,Medium,7,Moderate
TREP,Major electrical fault detected in traction substation equipment; immediate repair required to prevent outage.,Medium,High,-1,Critical
TOHE,Minor OHE wear detected during inspection; maintenance can be planned within the week.,Low,Medium,7,Moderate
OTHR,Standard general maintenance check completed with no issues found.,Low,High,10,Moderate
TOHE,OHE contact wire severely worn and at risk of snapping; immediate maintenance necessary.,High,High,0,Critical
ERRL,Routine rail renewal as part of periodic asset lifecycle replacement.,Low,High,6,Moderate
TREP,Standard electrical equipment check completed under periodic maintenance.,Low,Low,7,Normal
OTHR,Standard general maintenance check completed with no issues found.,Medium,High,12,Moderate
TPWR,Traction power system logged as normal during the latest periodic check.,Low,High,13,Moderate
ERRL,Routine rail renewal as part of periodic asset lifecycle replacement.,Medium,Low,6,Moderate
SSIG,Routine signal maintenance as per periodic inspection calendar.,Medium,Low,11,Normal
SSIG,Slight signal timing deviation observed; can be corrected within the week.,Low,Low,3,Moderate
TPWR,Traction power system fault has left the section without power supply; immediate restoration required.,High,High,-1,Critical
TOHE,Standard OHE upkeep carried out under regular maintenance programme.,Low,Low,10,Normal
SSIG,Signal equipment fault detected affecting reliability; urgent maintenance recommended.,Medium,High,1,Critical
EOMT,Material train logistics reviewed as part of routine planning; no issues found.,Low,Medium,14,Normal
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Low,Medium,10,Normal
TPWR,Traction power system fault has left the section without power supply; immediate restoration required.,Medium,High,-4,Critical
ETMR,Standard track upkeep carried out as part of regular maintenance cycle.,Medium,High,3,Urgent
TOHE,Routine OHE cleaning and inspection as per periodic schedule.,Low,High,5,Moderate
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Low,Low,11,Normal
SREP,Signalling equipment showing wear during inspection; can be addressed in the coming days.,Low,Medium,4,Moderate
SREP,Signalling equipment check completed under the regular maintenance cycle.,Low,Medium,10,Normal
TOHE,Routine OHE cleaning and inspection as per periodic schedule.,Low,Medium,10,Normal
OTHR,Routine miscellaneous upkeep task as per maintenance calendar.,Low,Low,11,Normal
TREP,Electrical equipment showing performance degradation; can be addressed in the coming days.,Medium,High,1,Urgent
